customer_index,age,shap_top3,lime_top3,jaccard_top3,shap_top5,lime_top5,jaccard_top5,shap_top10,lime_top10,jaccard_top10,age_group
129,54,"PAY_0, PAY_AMT3, LIMIT_BAL","LIMIT_BAL, BILL_AMT6, BILL_AMT1",0.2,"PAY_0, PAY_AMT3, LIMIT_BAL, PAY_AMT1, BILL_AMT1","LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_0",0.6666666666666666,"PAY_0, PAY_AMT3, LIMIT_BAL, PAY_AMT1, BILL_AMT1, PAY_AMT4, PAY_AMT2, PAY_AMT5, PAY_5, AGE","LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT5, AGE, PAY_AMT2, BILL_AMT3, BILL_AMT4",0.42857142857142855,45-60
130,46,"LIMIT_BAL, PAY_0, PAY_AMT2","LIMIT_BAL, PAY_0, PAY_AMT2",1.0,"LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT1, SEX","LIMIT_BAL, PAY_0, PAY_AMT2, AGE, PAY_3",0.42857142857142855,"LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT1, SEX, BILL_AMT6, PAY_AMT6, AGE, PAY_2, PAY_3","LIMIT_BAL, PAY_0, PAY_AMT2, AGE, PAY_3, MARRIAGE, PAY_AMT1, PAY_AMT4, BILL_AMT6, BILL_AMT1",0.5384615384615384,45-60
131,55,"PAY_AMT2, PAY_AMT1, PAY_0","PAY_AMT2, BILL_AMT1, PAY_AMT1",0.5,"PAY_AMT2, PAY_AMT1, PAY_0, LIMIT_BAL, BILL_AMT1","PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6",0.6666666666666666,"PAY_AMT2, PAY_AMT1, PAY_0, LIMIT_BAL, BILL_AMT1, AGE, MARRIAGE, BILL_AMT5, BILL_AMT4, PAY_AMT3","PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, AGE, LIMIT_BAL, PAY_AMT4, MARRIAGE, PAY_3",0.5384615384615384,45-60
132,48,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, MARRIAGE",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT3, PAY_AMT1","LIMIT_BAL, PAY_0, MARRIAGE, BILL_AMT6, PAY_3",0.25,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT3, PAY_AMT1, PAY_2, AGE, PAY_AMT2, PAY_AMT6, MARRIAGE","LIMIT_BAL, PAY_0, MARRIAGE, BILL_AMT6, PAY_3, AGE, PAY_AMT1, PAY_5, PAY_4, EDUCATION",0.3333333333333333,45-60
133,53,"PAY_0, PAY_AMT3, AGE","PAY_0, BILL_AMT6, BILL_AMT1",0.2,"PAY_0, PAY_AMT3, AGE, BILL_AMT1, PAY_AMT4","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2",0.25,"PAY_0, PAY_AMT3, AGE, BILL_AMT1, PAY_AMT4, PAY_AMT1, LIMIT_BAL, BILL_AMT2, PAY_AMT2, PAY_3","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2, BILL_AMT3, LIMIT_BAL, AGE, MARRIAGE, BILL_AMT4",0.42857142857142855,45-60
134,47,"PAY_0, PAY_6, PAY_2","PAY_0, LIMIT_BAL, PAY_3",0.2,"PAY_0, PAY_6, PAY_2, PAY_5, PAY_3","PAY_0, LIMIT_BAL, PAY_3, PAY_4, PAY_2",0.42857142857142855,"PAY_0, PAY_6, PAY_2, PAY_5, PAY_3, PAY_4, LIMIT_BAL, PAY_AMT2, BILL_AMT1, AGE","PAY_0, LIMIT_BAL, PAY_3, PAY_4, PAY_2, PAY_6, BILL_AMT6, PAY_AMT2, MARRIAGE, PAY_5",0.6666666666666666,45-60
135,56,"PAY_0, BILL_AMT4, AGE","BILL_AMT1, PAY_0, LIMIT_BAL",0.2,"PAY_0, BILL_AMT4, AGE, PAY_AMT6, PAY_AMT2","BILL_AMT1, PAY_0, LIMIT_BAL, PAY_AMT2, AGE",0.42857142857142855,"PAY_0, BILL_AMT4, AGE, PAY_AMT6, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_5, PAY_AMT3, BILL_AMT3","BILL_AMT1, PAY_0, LIMIT_BAL, PAY_AMT2, AGE, MARRIAGE, PAY_3, PAY_AMT1, BILL_AMT4, PAY_AMT6",0.42857142857142855,45-60
136,48,"PAY_0, PAY_6, PAY_AMT1","PAY_AMT2, BILL_AMT1, PAY_0",0.2,"PAY_0, PAY_6, PAY_AMT1, LIMIT_BAL, PAY_2","PAY_AMT2, BILL_AMT1, PAY_0, LIMIT_BAL, PAY_AMT6",0.25,"PAY_0, PAY_6, PAY_AMT1, LIMIT_BAL, PAY_2, PAY_AMT3, PAY_3, PAY_AMT2, MARRIAGE, AGE","PAY_AMT2, BILL_AMT1, PAY_0, LIMIT_BAL, PAY_AMT6, AGE, MARRIAGE, PAY_AMT4, BILL_AMT4, SEX",0.3333333333333333,45-60
137,55,"PAY_0, BILL_AMT4, BILL_AMT1","PAY_0, LIMIT_BAL, PAY_3",0.2,"PAY_0, BILL_AMT4, BILL_AMT1, PAY_6, PAY_5","PAY_0, LIMIT_BAL, PAY_3, PAY_4, BILL_AMT1",0.25,"PAY_0, BILL_AMT4, BILL_AMT1, PAY_6, PAY_5, PAY_2, PAY_3, PAY_AMT3, PAY_AMT2, PAY_4","PAY_0, LIMIT_BAL, PAY_3, PAY_4, BILL_AMT1, PAY_AMT2, PAY_2, PAY_AMT1, MARRIAGE, PAY_AMT6",0.42857142857142855,45-60
138,51,"PAY_0, BILL_AMT2, LIMIT_BAL","BILL_AMT6, BILL_AMT1, PAY_AMT2",0.0,"PAY_0, BILL_AMT2, LIMIT_BAL, PAY_AMT1, PAY_AMT2","BILL_AMT6, BILL_AMT1, PAY_AMT2, PAY_0, PAY_AMT1",0.42857142857142855,"PAY_0, BILL_AMT2, LIMIT_BAL, PAY_AMT1, PAY_AMT2, PAY_AMT4, PAY_AMT3, BILL_AMT1, BILL_AMT6, AGE","BILL_AMT6, BILL_AMT1, PAY_AMT2, PAY_0, PAY_AMT1, BILL_AMT5, BILL_AMT4, AGE, BILL_AMT2, PAY_2",0.5384615384615384,45-60
139,48,"PAY_0, PAY_AMT2, PAY_AMT3","BILL_AMT6, PAY_AMT2, BILL_AMT1",0.2,"PAY_0, PAY_AMT2, PAY_AMT3, PAY_AMT1, BILL_AMT1","BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0",0.6666666666666666,"PAY_0, PAY_AMT2, PAY_AMT3, PAY_AMT1, BILL_AMT1, AGE, PAY_AMT4, LIMIT_BAL, PAY_AMT6, BILL_AMT6","BILL_AMT6, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT5, LIMIT_BAL, AGE, MARRIAGE, BILL_AMT4",0.5384615384615384,45-60
140,52,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, BILL_AMT1, PAY_AMT1",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, BILL_AMT4","LIMIT_BAL, BILL_AMT1, PAY_AMT1, BILL_AMT6, PAY_0",0.6666666666666666,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, BILL_AMT4, BILL_AMT5, PAY_AMT4, PAY_AMT6, SEX, PAY_AMT3","LIMIT_BAL, BILL_AMT1, PAY_AMT1, BILL_AMT6, PAY_0, AGE, PAY_3, PAY_AMT6, MARRIAGE, BILL_AMT2",0.3333333333333333,45-60
141,49,"PAY_AMT5, LIMIT_BAL, PAY_0","LIMIT_BAL, PAY_0, PAY_AMT2",0.5,"PAY_AMT5, LIMIT_BAL, PAY_0, PAY_2, PAY_AMT4","LIMIT_BAL, PAY_0, PAY_AMT2, PAY_AMT1, BILL_AMT6",0.25,"PAY_AMT5, LIMIT_BAL, PAY_0, PAY_2, PAY_AMT4, BILL_AMT6, AGE, PAY_AMT1, PAY_AMT2, MARRIAGE","LIMIT_BAL, PAY_0, PAY_AMT2, PAY_AMT1, BILL_AMT6, MARRIAGE, BILL_AMT5, BILL_AMT4, BILL_AMT3, AGE",0.5384615384615384,45-60
142,60,"PAY_0, BILL_AMT1, BILL_AMT6","PAY_0, LIMIT_BAL, MARRIAGE",0.2,"PAY_0, BILL_AMT1, BILL_AMT6, AGE, LIMIT_BAL","PAY_0, LIMIT_BAL, MARRIAGE, AGE, PAY_3",0.42857142857142855,"PAY_0, BILL_AMT1, BILL_AMT6, AGE, LIMIT_BAL, PAY_AMT2, PAY_AMT3, BILL_AMT5, EDUCATION, PAY_2","PAY_0, LIMIT_BAL, MARRIAGE, AGE, PAY_3, SEX, PAY_6, BILL_AMT4, PAY_5, PAY_4",0.17647058823529413,45-60
143,46,"PAY_AMT3, BILL_AMT1, PAY_0","LIMIT_BAL, BILL_AMT6, BILL_AMT1",0.2,"PAY_AMT3, BILL_AMT1, PAY_0, PAY_AMT1, PAY_AMT2","LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT1",0.42857142857142855,"PAY_AMT3, BILL_AMT1, PAY_0, PAY_AMT1, PAY_AMT2, PAY_AMT4, PAY_AMT6, AGE, PAY_AMT5, PAY_3","LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT1, BILL_AMT5, PAY_AMT2, BILL_AMT4, BILL_AMT3, PAY_AMT6",0.3333333333333333,45-60
144,51,"LIMIT_BAL, PAY_0, BILL_AMT6","BILL_AMT6, LIMIT_BAL, PAY_0",1.0,"LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT3, BILL_AMT1","BILL_AMT6, LIMIT_BAL, PAY_0, AGE, PAY_AMT6",0.42857142857142855,"LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT3, BILL_AMT1, SEX, BILL_AMT5, MARRIAGE, PAY_AMT5, PAY_2","BILL_AMT6, LIMIT_BAL, PAY_0, AGE, PAY_AMT6, MARRIAGE, SEX, PAY_3, EDUCATION, PAY_AMT4",0.3333333333333333,45-60
145,55,"PAY_0, PAY_AMT2, BILL_AMT1","PAY_0, LIMIT_BAL, BILL_AMT6",0.2,"PAY_0, PAY_AMT2, BILL_AMT1, BILL_AMT6, AGE","PAY_0, LIMIT_BAL, BILL_AMT6, AGE, PAY_AMT2",0.6666666666666666,"PAY_0, PAY_AMT2, BILL_AMT1, BILL_AMT6, AGE, SEX, LIMIT_BAL, MARRIAGE, PAY_AMT1, PAY_3","PAY_0, LIMIT_BAL, BILL_AMT6, AGE, PAY_AMT2, MARRIAGE, PAY_AMT1, BILL_AMT5, BILL_AMT4, PAY_3",0.6666666666666666,45-60
146,57,"PAY_AMT5, PAY_2, PAY_0","LIMIT_BAL, BILL_AMT1, PAY_4",0.0,"PAY_AMT5, PAY_2, PAY_0, PAY_4, AGE","LIMIT_BAL, BILL_AMT1, PAY_4, PAY_0, PAY_AMT2",0.25,"PAY_AMT5, PAY_2, PAY_0, PAY_4, AGE, LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_AMT3, PAY_AMT6","LIMIT_BAL, BILL_AMT1, PAY_4, PAY_0, PAY_AMT2, BILL_AMT6, BILL_AMT4, PAY_AMT1, PAY_2, MARRIAGE",0.42857142857142855,45-60
147,48,"LIMIT_BAL, PAY_AMT1, PAY_AMT3","PAY_0, LIMIT_BAL, BILL_AMT1",0.2,"LIMIT_BAL, PAY_AMT1, PAY_AMT3, PAY_0, PAY_AMT4","PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, AGE",0.42857142857142855,"LIMIT_BAL, PAY_AMT1, PAY_AMT3, PAY_0, PAY_AMT4, AGE, PAY_3, PAY_AMT6, BILL_AMT1, PAY_2","PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, AGE, BILL_AMT5, MARRIAGE, PAY_6, PAY_2, PAY_AMT4",0.5384615384615384,45-60
148,47,"PAY_0, PAY_AMT2, BILL_AMT6","BILL_AMT6, PAY_0, PAY_AMT2",1.0,"PAY_0, PAY_AMT2, BILL_AMT6, PAY_AMT6, EDUCATION","BILL_AMT6, PAY_0, PAY_AMT2, AGE, LIMIT_BAL",0.42857142857142855,"PAY_0, PAY_AMT2, BILL_AMT6, PAY_AMT6, EDUCATION, PAY_3, PAY_AMT5, PAY_2, PAY_AMT1, BILL_AMT3","BILL_AMT6, PAY_0, PAY_AMT2, AGE, LIMIT_BAL, BILL_AMT5, BILL_AMT4, MARRIAGE, PAY_3, PAY_4",0.25,45-60
149,46,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, PAY_AMT2",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_AMT6","LIMIT_BAL, PAY_0, PAY_AMT2, AGE, PAY_AMT1",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_AMT6, PAY_AMT1, PAY_AMT3, AGE, PAY_AMT5, PAY_2","LIMIT_BAL, PAY_0, PAY_AMT2, AGE, PAY_AMT1, PAY_3, PAY_5, PAY_AMT4, PAY_4, PAY_AMT5",0.42857142857142855,45-60
150,63,"PAY_0, LIMIT_BAL, BILL_AMT6","LIMIT_BAL, PAY_AMT2, PAY_AMT1",0.2,"PAY_0, LIMIT_BAL, BILL_AMT6, PAY_AMT2, BILL_AMT4","LIMIT_BAL, PAY_AMT2, PAY_AMT1, BILL_AMT1, PAY_0",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT6, PAY_AMT2, BILL_AMT4, BILL_AMT5, PAY_AMT4, PAY_AMT1, BILL_AMT2, PAY_AMT3","LIMIT_BAL, PAY_AMT2, PAY_AMT1, BILL_AMT1, PAY_0, BILL_AMT6, MARRIAGE, AGE, PAY_3, BILL_AMT4",0.42857142857142855,60+
151,64,"PAY_0, BILL_AMT1, LIMIT_BAL","LIMIT_BAL, PAY_0, PAY_AMT2",0.5,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT2, AGE","LIMIT_BAL, PAY_0, PAY_AMT2, AGE, MARRIAGE",0.6666666666666666,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT2, AGE, BILL_AMT6, PAY_2, MARRIAGE, PAY_3, BILL_AMT2","LIMIT_BAL, PAY_0, PAY_AMT2, AGE, MARRIAGE, PAY_3, PAY_AMT1, PAY_4, PAY_AMT4, PAY_AMT6",0.42857142857142855,60+
152,64,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_AMT2, PAY_0",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, MARRIAGE","LIMIT_BAL, PAY_AMT2, PAY_0, BILL_AMT6, PAY_4",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, MARRIAGE, SEX, PAY_AMT5, BILL_AMT3, EDUCATION, PAY_2","LIMIT_BAL, PAY_AMT2, PAY_0, BILL_AMT6, PAY_4, PAY_6, AGE, MARRIAGE, BILL_AMT5, PAY_3",0.25,60+
153,75,"PAY_0, BILL_AMT1, LIMIT_BAL","BILL_AMT6, LIMIT_BAL, PAY_0",0.5,"PAY_0, BILL_AMT1, LIMIT_BAL, AGE, BILL_AMT6","BILL_AMT6, LIMIT_BAL, PAY_0, PAY_AMT1, PAY_AMT2",0.42857142857142855,"PAY_0, BILL_AMT1, LIMIT_BAL, AGE, BILL_AMT6, PAY_AMT2, PAY_AMT3, PAY_3, BILL_AMT5, EDUCATION","BILL_AMT6, LIMIT_BAL, PAY_0, PAY_AMT1, PAY_AMT2, AGE, BILL_AMT3, BILL_AMT4, MARRIAGE, PAY_AMT4",0.3333333333333333,60+
154,64,"LIMIT_BAL, PAY_0, PAY_AMT2","LIMIT_BAL, BILL_AMT1, PAY_0",0.5,"LIMIT_BAL, PAY_0, PAY_AMT2, PAY_AMT1, PAY_AMT3","LIMIT_BAL, BILL_AMT1, PAY_0, BILL_AMT4, BILL_AMT5",0.25,"LIMIT_BAL, PAY_0, PAY_AMT2, PAY_AMT1, PAY_AMT3, PAY_3, BILL_AMT6, BILL_AMT1, BILL_AMT3, MARRIAGE","LIMIT_BAL, BILL_AMT1, PAY_0, BILL_AMT4, BILL_AMT5, PAY_AMT2, AGE, BILL_AMT3, MARRIAGE, PAY_2",0.42857142857142855,60+
155,61,"PAY_0, LIMIT_BAL, BILL_AMT1","PAY_0, BILL_AMT6, LIMIT_BAL",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, AGE, PAY_AMT1","PAY_0, BILL_AMT6, LIMIT_BAL, AGE, MARRIAGE",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, AGE, PAY_AMT1, PAY_AMT2, PAY_2, SEX, PAY_AMT3, BILL_AMT2","PAY_0, BILL_AMT6, LIMIT_BAL, AGE, MARRIAGE, PAY_AMT2, PAY_AMT4, PAY_AMT1, PAY_3, PAY_AMT3",0.42857142857142855,60+
156,67,"LIMIT_BAL, PAY_2, PAY_0","PAY_0, LIMIT_BAL, PAY_2",1.0,"LIMIT_BAL, PAY_2, PAY_0, PAY_AMT1, BILL_AMT1","PAY_0, LIMIT_BAL, PAY_2, PAY_AMT1, BILL_AMT6",0.6666666666666666,"LIMIT_BAL, PAY_2, PAY_0, PAY_AMT1, BILL_AMT1, BILL_AMT6, AGE, PAY_5, PAY_AMT3, PAY_3","PAY_0, LIMIT_BAL, PAY_2, PAY_AMT1, BILL_AMT6, PAY_AMT2, AGE, MARRIAGE, PAY_3, PAY_AMT5",0.5384615384615384,60+
157,63,"BILL_AMT1, AGE, PAY_0","BILL_AMT6, BILL_AMT1, PAY_0",0.5,"BILL_AMT1, AGE, PAY_0, PAY_AMT3, PAY_AMT2","BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT1, PAY_AMT2",0.42857142857142855,"BILL_AMT1, AGE, PAY_0, PAY_AMT3, PAY_AMT2, PAY_AMT1, BILL_AMT6, PAY_AMT6, PAY_3, LIMIT_BAL","BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT1, PAY_AMT2, BILL_AMT4, MARRIAGE, LIMIT_BAL, AGE, BILL_AMT5",0.5384615384615384,60+
158,62,"PAY_0, PAY_2, BILL_AMT4","PAY_0, LIMIT_BAL, PAY_3",0.2,"PAY_0, PAY_2, BILL_AMT4, AGE, PAY_5","PAY_0, LIMIT_BAL, PAY_3, BILL_AMT1, PAY_4",0.1111111111111111,"PAY_0, PAY_2, BILL_AMT4, AGE, PAY_5, PAY_6, PAY_3, BILL_AMT1, LIMIT_BAL, EDUCATION","PAY_0, LIMIT_BAL, PAY_3, BILL_AMT1, PAY_4, PAY_AMT1, PAY_AMT2, PAY_2, BILL_AMT3, PAY_AMT6",0.3333333333333333,60+
159,61,"PAY_0, BILL_AMT6, AGE","PAY_0, LIMIT_BAL, PAY_AMT2",0.2,"PAY_0, BILL_AMT6, AGE, PAY_AMT3, LIMIT_BAL","PAY_0, LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT1",0.25,"PAY_0, BILL_AMT6, AGE, PAY_AMT3, LIMIT_BAL, PAY_AMT5, PAY_AMT1, BILL_AMT3, BILL_AMT4, PAY_5","PAY_0, LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT1, BILL_AMT6, AGE, BILL_AMT5, MARRIAGE, PAY_3",0.3333333333333333,60+
160,61,"PAY_0, PAY_5, BILL_AMT1","PAY_0, LIMIT_BAL, AGE",0.2,"PAY_0, PAY_5, BILL_AMT1, BILL_AMT6, AGE","PAY_0, LIMIT_BAL, AGE, PAY_AMT2, PAY_AMT6",0.25,"PAY_0, PAY_5, BILL_AMT1, BILL_AMT6, AGE, PAY_6, PAY_AMT2, EDUCATION, LIMIT_BAL, PAY_AMT4","PAY_0, LIMIT_BAL, AGE, PAY_AMT2, PAY_AMT6, PAY_AMT1, MARRIAGE, PAY_3, PAY_5, EDUCATION",0.42857142857142855,60+
161,61,"PAY_AMT3, AGE, PAY_0","PAY_0, BILL_AMT6, BILL_AMT1",0.2,"PAY_AMT3, AGE, PAY_0, BILL_AMT1, PAY_2","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2",0.25,"PAY_AMT3, AGE, PAY_0, BILL_AMT1, PAY_2, PAY_AMT1, BILL_AMT3, PAY_AMT6, PAY_3, PAY_AMT2","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2, PAY_AMT6, AGE, BILL_AMT5, BILL_AMT3, MARRIAGE",0.5384615384615384,60+
162,61,"LIMIT_BAL, PAY_0, PAY_AMT2","LIMIT_BAL, PAY_AMT2, BILL_AMT1",0.5,"LIMIT_BAL, PAY_0, PAY_AMT2, PAY_AMT5, AGE","LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_4",0.25,"LIMIT_BAL, PAY_0, PAY_AMT2, PAY_AMT5, AGE, PAY_AMT1, BILL_AMT2, BILL_AMT5, EDUCATION, PAY_AMT3","LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_4, PAY_0, BILL_AMT6, AGE, BILL_AMT5, BILL_AMT4",0.42857142857142855,60+
163,61,"PAY_0, PAY_6, AGE","LIMIT_BAL, PAY_0, PAY_6",0.5,"PAY_0, PAY_6, AGE, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, PAY_6, BILL_AMT6, PAY_AMT1",0.42857142857142855,"PAY_0, PAY_6, AGE, LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_AMT3, PAY_AMT4, MARRIAGE, BILL_AMT6","LIMIT_BAL, PAY_0, PAY_6, BILL_AMT6, PAY_AMT1, PAY_3, PAY_AMT2, AGE, MARRIAGE, PAY_AMT4",0.6666666666666666,60+
164,61,"PAY_AMT1, LIMIT_BAL, AGE","PAY_0, LIMIT_BAL, BILL_AMT6",0.2,"PAY_AMT1, LIMIT_BAL, AGE, BILL_AMT1, PAY_0","PAY_0, LIMIT_BAL, BILL_AMT6, PAY_AMT1, BILL_AMT1",0.6666666666666666,"PAY_AMT1, LIMIT_BAL, AGE, BILL_AMT1, PAY_0, PAY_AMT3, PAY_AMT4, BILL_AMT3, PAY_AMT2, PAY_3","PAY_0, LIMIT_BAL, BILL_AMT6, PAY_AMT1, BILL_AMT1, PAY_AMT2, BILL_AMT4, MARRIAGE, AGE, BILL_AMT3",0.5384615384615384,60+
165,61,"PAY_0, BILL_AMT1, LIMIT_BAL","PAY_0, BILL_AMT6, AGE",0.2,"PAY_0, BILL_AMT1, LIMIT_BAL, AGE, PAY_AMT2","PAY_0, BILL_AMT6, AGE, LIMIT_BAL, PAY_AMT2",0.6666666666666666,"PAY_0, BILL_AMT1, LIMIT_BAL, AGE, PAY_AMT2, SEX, PAY_AMT6, PAY_AMT3, PAY_2, BILL_AMT5","PAY_0, BILL_AMT6, AGE, LIMIT_BAL, PAY_AMT2, MARRIAGE, PAY_4, PAY_3, PAY_2, PAY_AMT1",0.3333333333333333,60+
166,65,"PAY_0, PAY_AMT2, PAY_AMT1","BILL_AMT1, PAY_AMT2, PAY_AMT1",0.5,"PAY_0, PAY_AMT2, PAY_AMT1, BILL_AMT3, BILL_AMT2","BILL_AMT1, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6",0.42857142857142855,"PAY_0, PAY_AMT2, PAY_AMT1, BILL_AMT3, BILL_AMT2, BILL_AMT1, SEX, AGE, MARRIAGE, LIMIT_BAL","BILL_AMT1, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6, BILL_AMT2, AGE, MARRIAGE, SEX, BILL_AMT4",0.6666666666666666,60+
167,65,"PAY_0, BILL_AMT1, PAY_AMT3","BILL_AMT6, BILL_AMT1, PAY_AMT1",0.2,"PAY_0, BILL_AMT1, PAY_AMT3, PAY_AMT1, AGE","BILL_AMT6, BILL_AMT1, PAY_AMT1, BILL_AMT3, PAY_0",0.42857142857142855,"PAY_0, BILL_AMT1, PAY_AMT3, PAY_AMT1, AGE, LIMIT_BAL, PAY_AMT2, PAY_AMT4, PAY_AMT6, PAY_2","BILL_AMT6, BILL_AMT1, PAY_AMT1, BILL_AMT3, PAY_0, PAY_AMT2, LIMIT_BAL, MARRIAGE, AGE, BILL_AMT5",0.42857142857142855,60+
168,63,"PAY_0, AGE, BILL_AMT1","PAY_0, BILL_AMT1, PAY_AMT1",0.5,"PAY_0, AGE, BILL_AMT1, PAY_AMT3, PAY_2","PAY_0, BILL_AMT1, PAY_AMT1, BILL_AMT4, BILL_AMT5",0.25,"PAY_0, AGE, BILL_AMT1, PAY_AMT3, PAY_2, BILL_AMT2, LIMIT_BAL, PAY_AMT1, PAY_AMT6, PAY_AMT4","PAY_0, BILL_AMT1, PAY_AMT1, BILL_AMT4, BILL_AMT5, AGE, MARRIAGE, BILL_AMT3, LIMIT_BAL, BILL_AMT2",0.42857142857142855,60+
169,61,"PAY_0, PAY_AMT3, PAY_2","PAY_0, BILL_AMT6, BILL_AMT1",0.2,"PAY_0, PAY_AMT3, PAY_2, BILL_AMT1, BILL_AMT4","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2",0.25,"PAY_0, PAY_AMT3, PAY_2, BILL_AMT1, BILL_AMT4, PAY_AMT4, BILL_AMT3, PAY_AMT1, BILL_AMT6, PAY_AMT6","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2, PAY_2, BILL_AMT5, MARRIAGE, BILL_AMT4, BILL_AMT3",0.5384615384615384,60+
170,61,"PAY_0, LIMIT_BAL, PAY_3","LIMIT_BAL, BILL_AMT1, PAY_3",0.5,"PAY_0, LIMIT_BAL, PAY_3, EDUCATION, BILL_AMT5","LIMIT_BAL, BILL_AMT1, PAY_3, PAY_0, PAY_AMT1",0.42857142857142855,"PAY_0, LIMIT_BAL, PAY_3, EDUCATION, BILL_AMT5, PAY_AMT2, BILL_AMT1, AGE, BILL_AMT3, BILL_AMT4","LIMIT_BAL, BILL_AMT1, PAY_3, PAY_0, PAY_AMT1, BILL_AMT6, PAY_AMT2, MARRIAGE, BILL_AMT5, AGE",0.5384615384615384,60+
171,66,"PAY_0, BILL_AMT1, AGE","BILL_AMT6, PAY_0, LIMIT_BAL",0.2,"PAY_0, BILL_AMT1, AGE, BILL_AMT6, LIMIT_BAL","BILL_AMT6, PAY_0, LIMIT_BAL, AGE, MARRIAGE",0.6666666666666666,"PAY_0, BILL_AMT1, AGE, BILL_AMT6, LIMIT_BAL, PAY_AMT2, PAY_AMT6, MARRIAGE, EDUCATION, PAY_2","BILL_AMT6, PAY_0, LIMIT_BAL, AGE, MARRIAGE, PAY_AMT6, PAY_3, PAY_2, SEX, BILL_AMT3",0.5384615384615384,60+
172,65,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, PAY_AMT2",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, AGE, PAY_AMT2","LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT6, MARRIAGE",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, AGE, PAY_AMT2, SEX, PAY_2, PAY_AMT3, MARRIAGE, PAY_3","LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT6, MARRIAGE, PAY_3, AGE, PAY_AMT1, PAY_AMT6, BILL_AMT2",0.42857142857142855,60+
